agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,m_latency_mean_ms,m_latency_p50_ms,m_latency_p95_ms,m_latency_p99_ms,m_latency_max_ms,m_excess_latency_mean_ms,m_on_time_rate,m_late_rate,m_deadline_failure_rate,m_rejection_rate,m_sla_violation_rate,m_completion_rate,m_makespan_s,m_throughput_tps,m_goodput_tps,m_energy_j,m_energy_per_task_j,m_mean_power_w,m_jain_server_tasks,m_jain_server_tasks_per_core,m_max_server_task_share,m_tasks_server1,m_tasks_server2,m_tasks_server3,m_tasks_server4,m_jain_user_completion,m_min_user_completion_rate,m_util_cpu_fleet,m_util_ram_fleet,m_util_variance_servers,m_util_std_servers,m_util_std_instant_mean,m_queue_mean_fill,m_queue_max_seen,m_util_server1,m_queue_server1,m_util_server2,m_queue_server2,m_util_server3,m_queue_server3,m_util_server4,m_queue_server4,fail_server_full_or_incompatible
FIFO,heavy,normal,True,heavy_normal,0,90000,163.0,1.0,162.0,0.006134969325153374,627.4669472773112,1.0,13788.21463751768,128820.0,90000.0,10000.0,0.0,163.0,-643.4292021916086,627.4669472773112,0.0,162.0,162.0,0.0,162.0,0.6274669472773112,191.5,0.0,136.88479727115143,137.88214637517677,0.2639973841087176,-0.3137334736386556,-574.5,0.0,-41.06543918134539,-27.57642927503536,0.026399738410871756,627.4669472773112,627.4669472773112,627.4669472773112,627.4669472773112,627.4669472773112,178.04587011273605,0.006134969325153374,0.0,0.9938650306748467,0.0,0.9938650306748467,0.006134969325153374,128.82,0.00776276975624903,0.00776276975624903,13788.21463751768,84.59027384980172,107.03473558079243,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0020842634059819965,0.0017305224249778489,3.441384453713198e-05,0.005866331437715736,0.00586633143771573,0.0,0.0,0.013547712138882978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,heavy,normal,True,heavy_normal,0,90000,163.0,45.0,118.0,0.27607361963190186,936.3790860299058,0.9555555555555556,4879.380647601595,42270.0,90000.0,10000.0,0.0,163.0,-513.9146674454802,1760.5866579439778,2.0,108.0,110.0,10.0,108.0,42.13705887134577,142.0,12.0,38.80227364172248,48.79380647601595,25.533053779127822,-21.068529435672886,-426.0,-48.0,-11.64068209251674,-9.75876129520319,2.553305377912777,936.3790860299057,867.151037649365,1760.5866579439778,1887.3662230239447,1889.7348213607966,382.45047849597546,0.26380368098159507,0.012269938650306749,0.6625766871165644,0.06134969325153374,0.6748466257668712,0.27607361963190186,42.27,1.0645848119233499,1.0172699313934233,4879.380647601595,29.93485059878279,115.43365620065282,0.542604501607717,0.7062068965517241,0.6222222222222222,7.0,10.0,0.0,28.0,0.7732394118961046,0.0,0.1612971067219074,0.07808209540865214,0.005084856854848531,0.07130818224333398,0.14180982082313404,0.00026250000000000004,1.0,0.15108571906438248,0.021,0.17659727831075958,0.0,0.006696129553710556,0.0,0.18026761774321376,0.0,10.0
Random,heavy,normal,True,heavy_normal,0,90000,163.0,37.0,126.0,0.22699386503067484,941.0676195258638,0.972972972972973,6092.586170959412,53550.0,90000.0,10000.0,0.0,163.0,-518.564286708279,1614.2886984991023,1.0,122.0,123.0,4.0,122.0,34.81950192245696,154.0,3.5,52.85077185545441,60.925861709594116,28.858681515045596,-17.40975096122848,-462.0,-14.0,-15.855231556636328,-12.185172341918825,2.885868151504555,941.0676195258641,896.6760470933832,1614.2886984991023,1662.761967002739,1671.4863152518046,369.2113687598808,0.22085889570552147,0.006134969325153374,0.7484662576687117,0.024539877300613498,0.754601226993865,0.22699386503067484,53.55,0.6909430438842203,0.6722689075630253,6092.586170959412,37.37782926968964,113.77378470512441,0.552907915993538,0.678927680798005,0.5675675675675675,3.0,13.0,0.0,21.0,0.8108580225345908,0.0,0.16867059716462401,0.0752108428508764,0.006848859163801711,0.08275783445572818,0.13244754014710772,0.0,0.0,0.09532322793741405,0.0,0.18746151990005008,0.0,0.0,0.0,0.20870420461084727,0.0,4.0
Greedy,heavy,normal,True,heavy_normal,0,90000,163.0,32.0,131.0,0.19631901840490798,1142.1207312152806,1.0,2930.572396285767,24200.0,90000.0,10000.0,0.0,163.0,-515.6345610207561,2092.9502373644887,0.0,131.0,131.0,0.0,131.0,36.54786339888898,163.0,0.0,16.01496847651674,29.305723962857677,23.050060142148812,-18.27393169944449,-489.0,0.0,-4.804490542955023,-5.861144792571533,2.3050060142148787,1142.1207312152803,1036.0372842636111,2092.9502373644887,2199.828300081023,2210.5122616536482,533.1484642407997,0.19631901840490798,0.0,0.803680981595092,0.0,0.803680981595092,0.19631901840490798,24.2,1.322314049586777,1.322314049586777,2930.572396285767,17.978971756354397,121.09803290437054,0.5953488372093023,0.7392307692307692,0.5625,5.0,9.0,0.0,18.0,0.6520615524306443,0.0,0.15113717654427644,0.06348471589403722,0.0031492071441016622,0.05611779703535824,0.13985092210767697,0.0,0.0,0.1519358912167613,0.0,0.1053286594865742,0.0,0.047213703423161064,0.0,0.19873052854543552,0.0,0.0
ECT,heavy,normal,True,heavy_normal,0,90000,163.0,41.0,122.0,0.25153374233128833,1115.4930909302093,1.0,2115.0162082527063,16030.0,90000.0,10000.0,0.0,163.0,-492.3430466670423,1752.5465723660855,0.0,122.0,122.0,0.0,122.0,45.735216728138596,153.0,0.0,30.468004196868588,21.150162082527075,28.949953725929817,-22.867608364069298,-459.0,0.0,-9.140401259060575,-4.230032416505411,2.8949953725929767,1115.4930909302095,1057.3309241028478,1752.5465723660855,2249.3018205730627,2521.178824120567,532.2012472972272,0.25153374233128833,0.0,0.7484662576687117,0.0,0.7484662576687117,0.25153374233128833,16.03,2.557704304429195,2.557704304429195,2115.0162082527063,12.975559559832554,131.9411234094015,0.7334205933682374,0.96,0.43902439024390244,7.0,14.0,2.0,18.0,0.7957718226246896,0.0,0.17758484437255218,0.0834762851740554,0.004349623261833198,0.06595167368485198,0.14993804349320203,0.0010625,1.0,0.2652453958308424,0.085,0.203154056020148,0.0,0.08759146383502212,0.0,0.1463174162109799,0.0,0.0
PPO,heavy,normal,True,heavy_normal,0,90000,163.0,43.0,120.0,0.26380368098159507,1136.383286862959,1.0,2114.033776222771,15990.0,90000.0,10000.0,0.0,163.0,-490.3386944480917,1742.4405466546573,0.0,120.0,120.0,0.0,120.0,48.864481335107236,152.0,0.0,29.05239680696954,21.140337762227713,30.373328139983993,-24.432240667553618,-456.0,0.0,-8.71571904209087,-4.228067552445542,3.037332813998398,1136.3832868629593,1054.912642939083,1742.4405466546573,2590.5922178897536,2720.5122616536482,551.0584054187192,0.26380368098159507,0.0,0.7361963190184049,0.0,0.7361963190184049,0.26380368098159507,15.99,2.689180737961226,2.689180737961226,2114.033776222771,12.969532369464853,132.20974210273738,0.6289115646258503,0.8710360449084106,0.5348837209302325,6.0,13.0,1.0,23.0,0.8677257015605969,0.058823529411764705,0.1808560733776013,0.08647449407376043,0.003773248443948683,0.06142677302242633,0.1390684483029155,0.0019125,2.0,0.2188471696205105,0.153,0.19103006007160633,0.0,0.058894769525554,0.0,0.1817366008093028,0.0,0.0
FIFO,heavy,normal,True,heavy_normal,1,90001,185.0,1.0,184.0,0.005405405405405406,351.2128160072373,1.0,14902.07667448232,139230.0,90001.0,10000.0,0.0,185.0,-722.0807465777126,351.2128160072373,0.0,184.0,184.0,0.0,184.0,0.3512128160072373,214.5,0.0,162.13538641137637,149.0207667448232,0.3962910266844922,-0.17560640800361865,-643.5,0.0,-48.64061592341282,-29.804153348964643,0.03962910266844922,351.2128160072373,351.2128160072373,351.2128160072373,351.2128160072373,351.2128160072373,125.89074924978112,0.005405405405405406,0.0,0.9945945945945946,0.0,0.9945945945945946,0.005405405405405406,139.23,0.007182360123536595,0.007182360123536595,14902.07667448232,80.55176580801253,107.03208126468664,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0017436805174117658,0.0005381310332827373,2.4085841025442045e-05,0.004907732778528395,0.004907732778528395,0.0,0.0,0.011333923363176478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,heavy,normal,True,heavy_normal,1,90001,185.0,41.0,144.0,0.22162162162162163,1025.4089338580127,0.975609756097561,5085.090486594243,44200.0,90001.0,10000.0,0.0,185.0,-569.8015814949563,1708.5523338200592,1.0,136.0,137.0,8.0,136.0,42.04176628817853,162.0,10.0,52.13931321006651,50.85090486594243,30.312765853416852,-21.020883144089265,-486.0,-40.0,-15.641793963019946,-10.170180973188486,3.0312765853416823,1025.4089338580127,893.3946763925824,1708.5523338200592,2247.4526003801247,2359.1705678374747,450.5682811375188,0.21621621621621623,0.005405405405405406,0.7351351351351352,0.043243243243243246,0.7405405405405405,0.22162162162162163,44.2,0.927601809954751,0.9049773755656108,5085.090486594243,27.486975603212123,115.04729607679282,0.40840621963070944,0.5260736196319019,0.7560975609756098,2.0,8.0,0.0,31.0,0.8256600722513123,0.0,0.1589562658208959,0.07224019627072525,0.006749391280267119,0.08215467899193034,0.13015510255595925,0.0002,1.0,0.1003167820242788,0.016,0.11928714869923458,0.0,0.0,0.0,0.2314415494710251,0.0,8.0
Random,heavy,normal,True,heavy_normal,1,90001,185.0,38.0,147.0,0.20540540540540542,1048.0583111854708,1.0,4093.0810074846495,35030.0,90001.0,10000.0,0.0,185.0,-585.5052240820685,1738.155794888076,0.0,132.0,132.0,15.0,132.0,39.82621582504788,159.0,17.0,51.57768918559972,40.93081007484649,30.67352601104468,-19.91310791252394,-477.0,-68.0,-15.473306755679918,-8.186162014969296,3.067352601104466,1048.0583111854708,1046.6298337213534,1738.155794888076,1915.09381159825,2000.1726839566345,457.706002594338,0.20540540540540542,0.0,0.7135135135135136,0.08108108108108109,0.7135135135135136,0.20540540540540542,35.03,1.0847844704538967,1.0847844704538967,4093.0810074846495,22.124762202619728,116.84501876918782,0.5262390670553936,0.5461783439490444,0.5,1.0,18.0,0.0,19.0,0.7042748830648905,0.0,0.1585132048607037,0.07127766101531921,0.009245892790179391,0.09615556557048266,0.13281951646233833,0.0,0.0,0.023286077300595984,0.0,0.21997447448924826,0.0,0.004011490377780468,0.0,0.1883650200421971,0.0,15.0
Greedy,heavy,normal,True,heavy_normal,1,90001,185.0,23.0,162.0,0.12432432432432433,1224.8005183238527,1.0,2731.830091715241,23250.0,90001.0,10000.0,0.0,185.0,-607.0048596728249,2331.002394985121,0.0,162.0,162.0,0.0,162.0,28.17041192144861,195.0,0.0,15.030573795990229,27.31830091715242,20.53178610127125,-14.085205960724306,-585.0,0.0,-4.509172138797069,-5.463660183430482,2.0531786101271274,1224.8005183238527,1205.0486573497433,2331.002394985121,2480.674842117225,2514.9452784525392,651.1209914787294,0.12432432432432433,0.0,0.8756756756756757,0.0,0.8756756756756757,0.12432432432432433,23.25,0.989247311827957,0.989247311827957,2731.830091715241,14.766649144406708,117.49806846087058,0.4513651877133106,0.5664739884393062,0.6956521739130435,1.0,6.0,0.0,16.0,0.5149913188800905,0.0,0.11328760310856266,0.05701373377324843,0.0020135551678322765,0.04487265501207029,0.11517023250192306,0.0,0.0,0.055979306592405985,0.0,0.11779875331814924,0.0,0.03207575144826686,0.0,0.1429182437509398,0.0,0.0
ECT,heavy,normal,True,heavy_normal,1,90001,185.0,20.0,165.0,0.10810810810810811,1390.0968106511025,1.0,2095.5557700353543,17260.0,90001.0,10000.0,0.0,185.0,-622.2785127625712,2321.0093124265195,0.0,165.0,165.0,0.0,165.0,27.80193621302205,199.0,0.0,30.419370755785852,20.955557700353534,19.393781107465518,-13.900968106511025,-597.0,0.0,-9.125811226735756,-4.1911115400707075,1.939378110746557,1390.0968106511025,1320.9900767591303,2321.0093124265195,2462.192933936457,2497.4888393139418,761.0121826215244,0.10810810810810811,0.0,0.8918918918918919,0.0,0.8918918918918919,0.10810810810810811,17.26,1.1587485515643103,1.1587485515643103,2095.5557700353543,11.32732848667759,121.411110662535,0.8333333333333334,0.970554272517321,0.4,4.0,6.0,2.0,8.0,0.5687999311676583,0.0,0.11677335630722728,0.05897536413714159,0.00119463634705052,0.03456351178700625,0.12524679518648688,0.0001875,2.0,0.12370586513343258,0.015,0.1651144914356695,0.0,0.07592016815005695,0.0,0.08904396130572577,0.0,0.0
PPO,heavy,normal,True,heavy_normal,1,90001,185.0,21.0,164.0,0.11351351351351352,1374.1757713901955,1.0,2087.233894734956,17260.0,90001.0,10000.0,0.0,185.0,-620.1075525937474,2311.72091627455,0.0,164.0,164.0,0.0,164.0,28.8576911991941,198.0,0.0,31.518586147105193,20.87233894734956,19.513366394511543,-14.42884559959705,-594.0,0.0,-9.455575844131562,-4.17446778946991,1.9513366394511582,1374.1757713901955,1346.3863762620067,2311.72091627455,2412.3352547060636,2437.4888393139418,748.9155946944579,0.11351351351351352,0.0,0.8864864864864865,0.0,0.8864864864864865,0.11351351351351352,17.26,1.216685979142526,1.216685979142526,2087.233894734956,11.282345376945708,120.92896261500323,0.7205882352941176,0.9480609418282548,0.47619047619047616,4.0,6.0,1.0,10.0,0.6275001501314598,0.0,0.11493613054489255,0.057376287311964626,0.0005509293820522961,0.023471884927553137,0.11105064969976425,0.0,0.0,0.12788915838035544,0.0,0.12089568370963971,0.0,0.06799824849464858,0.0,0.11446839949828082,0.0,0.0
FIFO,heavy,congested,True,heavy_congested,0,90000,163.0,1.0,162.0,0.006134969325153374,887.4669472773112,1.0,36623.1677282826,342240.0,90000.0,10000.0,0.0,163.0,-690.1785598762532,887.4669472773112,0.0,162.0,162.0,0.0,162.0,0.8874669472773112,191.5,0.0,140.02196184886262,366.23167728282596,0.18097608609461574,-0.4437334736386556,-574.5,0.0,-42.00658855465875,-73.24633545656519,0.018097608609461573,887.4669472773112,887.4669472773112,887.4669472773112,887.4669472773112,887.4669472773112,438.04587011273605,0.006134969325153374,0.0,0.9938650306748467,0.0,0.9938650306748467,0.006134969325153374,342.24,0.00292192613370734,0.00292192613370734,36623.1677282826,224.68201060296073,107.01019088441619,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0015925895576326195,0.0013787488145314412,2.0092580313028042e-05,0.004482474797812927,0.004482474797812923,0.0,0.0,0.010351832124612027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
